"market_price_1","market_price_2","market_price_3","market_price_4","market_price_5","market_price_6","market_price_7","market_price_8","market_price_9","market_price_10","market_price_11","market_price_12","market_price_13","market_price_14","total_bitcoins_1","total_bitcoins_2","total_bitcoins_3","total_bitcoins_4","total_bitcoins_5","total_bitcoins_6","total_bitcoins_7","total_bitcoins_8","total_bitcoins_9","total_bitcoins_10","total_bitcoins_11","total_bitcoins_12","total_bitcoins_13","total_bitcoins_14","trade_volume_1","trade_volume_2","trade_volume_3","trade_volume_4","trade_volume_5","trade_volume_6","trade_volume_7","trade_volume_8","trade_volume_9","trade_volume_10","trade_volume_11","trade_volume_12","trade_volume_13","trade_volume_14","hash_rate_1","hash_rate_2","hash_rate_3","hash_rate_4","hash_rate_5","hash_rate_6","hash_rate_7","hash_rate_8","hash_rate_9","hash_rate_10","hash_rate_11","hash_rate_12","hash_rate_13","hash_rate_14","n_unique_addresses_1","n_unique_addresses_2","n_unique_addresses_3","n_unique_addresses_4","n_unique_addresses_5","n_unique_addresses_6","n_unique_addresses_7","n_unique_addresses_8","n_unique_addresses_9","n_unique_addresses_10","n_unique_addresses_11","n_unique_addresses_12","n_unique_addresses_13","n_unique_addresses_14","output_price"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201350.0,214600.0,226850.0,238950.0,251200.0,262750.0,273650.0,283800.0,295050.0,305550.0,316150.0,327350.0,338500.0,349400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8658118163e-6,7.00914801778e-6,6.11436316444e-6,6.16407343407e-6,6.36291451259e-6,6.01494262519e-6,5.51783992889e-6,4.77218588444e-6,5.07044750222e-6,5.16986804148e-6,5.26928858074e-6,5.8658118163e-6,5.56755019852e-6,5.21957831111e-6,119.0,141.0,123.0,124.0,129.0,125.0,111.0,96.0,103.0,104.0,106.0,119.0,115.0,105.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214600.0,226850.0,238950.0,251200.0,262750.0,273650.0,283800.0,295050.0,305550.0,316150.0,327350.0,338500.0,349400.0,360700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.00914801778e-6,6.11436316444e-6,6.16407343407e-6,6.36291451259e-6,6.01494262519e-6,5.51783992889e-6,4.77218588444e-6,5.07044750222e-6,5.16986804148e-6,5.26928858074e-6,5.8658118163e-6,5.56755019852e-6,5.21957831111e-6,5.8658118163e-6,141.0,123.0,124.0,129.0,125.0,111.0,96.0,103.0,104.0,106.0,119.0,115.0,105.0,119.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226850.0,238950.0,251200.0,262750.0,273650.0,283800.0,295050.0,305550.0,316150.0,327350.0,338500.0,349400.0,360700.0,372200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.11436316444e-6,6.16407343407e-6,6.36291451259e-6,6.01494262519e-6,5.51783992889e-6,4.77218588444e-6,5.07044750222e-6,5.16986804148e-6,5.26928858074e-6,5.8658118163e-6,5.56755019852e-6,5.21957831111e-6,5.8658118163e-6,5.76639127704e-6,123.0,124.0,129.0,125.0,111.0,96.0,103.0,104.0,106.0,119.0,115.0,105.0,119.0,116.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238950.0,251200.0,262750.0,273650.0,283800.0,295050.0,305550.0,316150.0,327350.0,338500.0,349400.0,360700.0,372200.0,384250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.16407343407e-6,6.36291451259e-6,6.01494262519e-6,5.51783992889e-6,4.77218588444e-6,5.07044750222e-6,5.16986804148e-6,5.26928858074e-6,5.8658118163e-6,5.56755019852e-6,5.21957831111e-6,5.8658118163e-6,5.76639127704e-6,6.46233505185e-6,124.0,129.0,125.0,111.0,96.0,103.0,104.0,106.0,119.0,115.0,105.0,119.0,116.0,131.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251200.0,262750.0,273650.0,283800.0,295050.0,305550.0,316150.0,327350.0,338500.0,349400.0,360700.0,372200.0,384250.0,395500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.36291451259e-6,6.01494262519e-6,5.51783992889e-6,4.77218588444e-6,5.07044750222e-6,5.16986804148e-6,5.26928858074e-6,5.8658118163e-6,5.56755019852e-6,5.21957831111e-6,5.8658118163e-6,5.76639127704e-6,6.46233505185e-6,5.46812965926e-6,129.0,125.0,111.0,96.0,103.0,104.0,106.0,119.0,115.0,105.0,119.0,116.0,131.0,110.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262750.0,273650.0,283800.0,295050.0,305550.0,316150.0,327350.0,338500.0,349400.0,360700.0,372200.0,384250.0,395500.0,407500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.01494262519e-6,5.51783992889e-6,4.77218588444e-6,5.07044750222e-6,5.16986804148e-6,5.26928858074e-6,5.8658118163e-6,5.56755019852e-6,5.21957831111e-6,5.8658118163e-6,5.76639127704e-6,6.46233505185e-6,5.46812965926e-6,5.8658118163e-6,125.0,111.0,96.0,103.0,104.0,106.0,119.0,115.0,105.0,119.0,116.0,131.0,110.0,119.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273650.0,283800.0,295050.0,305550.0,316150.0,327350.0,338500.0,349400.0,360700.0,372200.0,384250.0,395500.0,407500.0,416100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.51783992889e-6,4.77218588444e-6,5.07044750222e-6,5.16986804148e-6,5.26928858074e-6,5.8658118163e-6,5.56755019852e-6,5.21957831111e-6,5.8658118163e-6,5.76639127704e-6,6.46233505185e-6,5.46812965926e-6,5.8658118163e-6,4.72247561481e-6,111.0,96.0,103.0,104.0,106.0,119.0,115.0,105.0,119.0,116.0,131.0,110.0,119.0,96.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283800.0,295050.0,305550.0,316150.0,327350.0,338500.0,349400.0,360700.0,372200.0,384250.0,395500.0,407500.0,416100.0,427950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.77218588444e-6,5.07044750222e-6,5.16986804148e-6,5.26928858074e-6,5.8658118163e-6,5.56755019852e-6,5.21957831111e-6,5.8658118163e-6,5.76639127704e-6,6.46233505185e-6,5.46812965926e-6,5.8658118163e-6,4.72247561481e-6,5.21957831111e-6,96.0,103.0,104.0,106.0,119.0,115.0,105.0,119.0,116.0,131.0,110.0,119.0,96.0,105.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,295050.0,305550.0,316150.0,327350.0,338500.0,349400.0,360700.0,372200.0,384250.0,395500.0,407500.0,416100.0,427950.0,439400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.07044750222e-6,5.16986804148e-6,5.26928858074e-6,5.8658118163e-6,5.56755019852e-6,5.21957831111e-6,5.8658118163e-6,5.76639127704e-6,6.46233505185e-6,5.46812965926e-6,5.8658118163e-6,4.72247561481e-6,5.21957831111e-6,5.61726046815e-6,103.0,104.0,106.0,119.0,115.0,105.0,119.0,116.0,131.0,110.0,119.0,96.0,105.0,114.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305550.0,316150.0,327350.0,338500.0,349400.0,360700.0,372200.0,384250.0,395500.0,407500.0,416100.0,427950.0,439400.0,450850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.16986804148e-6,5.26928858074e-6,5.8658118163e-6,5.56755019852e-6,5.21957831111e-6,5.8658118163e-6,5.76639127704e-6,6.46233505185e-6,5.46812965926e-6,5.8658118163e-6,4.72247561481e-6,5.21957831111e-6,5.61726046815e-6,5.91552208593e-6,104.0,106.0,119.0,115.0,105.0,119.0,116.0,131.0,110.0,119.0,96.0,105.0,114.0,120.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316150.0,327350.0,338500.0,349400.0,360700.0,372200.0,384250.0,395500.0,407500.0,416100.0,427950.0,439400.0,450850.0,462700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.26928858074e-6,5.8658118163e-6,5.56755019852e-6,5.21957831111e-6,5.8658118163e-6,5.76639127704e-6,6.46233505185e-6,5.46812965926e-6,5.8658118163e-6,4.72247561481e-6,5.21957831111e-6,5.61726046815e-6,5.91552208593e-6,6.2137837037e-6,106.0,119.0,115.0,105.0,119.0,116.0,131.0,110.0,119.0,96.0,105.0,114.0,120.0,125.0,0.0
